y,age,campaign,pdays,cons_conf_idx,nr_employed,job,marital,education,default,housing,contact,month,day_of_week,poutcome
0,49,1,999,-41.8,5228.1,services,married,high school,no,no,telephone,jun,thu,nonexistent
0,54,1,999,-41.8,5228.1,retired,divorced,basic,no,no,telephone,jun,thu,nonexistent
0,41,1,999,-41.8,5228.1,services,divorced,basic,no,no,telephone,jun,thu,nonexistent
0,36,1,999,-41.8,5228.1,admin,married,university degree,no,yes,telephone,jun,thu,nonexistent
0,51,1,999,-41.8,5228.1,technician,married,professional course,no,yes,telephone,jun,thu,nonexistent
0,41,1,999,-41.8,5228.1,unemployed,married,professional course,no,yes,telephone,jun,thu,nonexistent
0,42,1,999,-41.8,5228.1,technician,married,high school,no,no,telephone,jun,thu,nonexistent
0,52,1,999,-41.8,5228.1,management,divorced,university degree,no,no,telephone,jun,thu,nonexistent
0,29,1,999,-41.8,5228.1,admin,married,university degree,no,no,telephone,jun,thu,nonexistent
0,46,1,999,-41.8,5228.1,services,married,basic,no,no,telephone,jun,thu,nonexistent
0,42,1,999,-41.8,5228.1,technician,single,high school,no,no,telephone,jun,thu,nonexistent
0,35,1,999,-41.8,5228.1,self-employed,married,basic,unknown,no,telephone,jun,thu,nonexistent
0,48,1,999,-41.8,5228.1,admin,single,university degree,no,yes,telephone,jun,thu,nonexistent
0,27,1,999,-41.8,5228.1,technician,single,professional course,no,no,telephone,jun,thu,nonexistent
0,32,1,999,-41.8,5228.1,self-employed,single,high school,no,no,telephone,jun,thu,nonexistent
0,45,1,999,-41.8,5228.1,blue-collar,married,basic,unknown,yes,telephone,jun,thu,nonexistent
0,35,1,999,-41.8,5228.1,admin,married,university degree,no,no,telephone,jun,thu,nonexistent
0,32,2,999,-41.8,5228.1,services,married,high school,no,no,telephone,jun,thu,nonexistent
0,35,1,999,-41.8,5228.1,admin,married,high school,no,no,telephone,jun,thu,nonexistent
0,47,1,999,-41.8,5228.1,management,married,basic,no,no,telephone,jun,thu,nonexistent
0,35,1,999,-41.8,5228.1,admin,married,high school,no,no,telephone,jun,thu,nonexistent
0,53,1,999,-41.8,5228.1,admin,single,high school,no,no,telephone,jun,thu,nonexistent
0,37,1,999,-41.8,5228.1,technician,married,professional course,no,no,telephone,jun,thu,nonexistent
0,42,7,999,-41.8,5228.1,admin,married,basic,no,no,telephone,jun,thu,nonexistent
0,58,1,999,-41.8,5228.1,retired,married,basic,unknown,no,telephone,jun,thu,nonexistent
0,53,1,999,-41.8,5228.1,admin,single,high school,no,no,telephone,jun,thu,nonexistent
0,35,1,999,-41.8,5228.1,technician,married,professional course,no,no,telephone,jun,thu,nonexistent
0,55,1,999,-41.8,5228.1,admin,married,high school,no,yes,telephone,jun,thu,nonexistent
0,51,2,999,-41.8,5228.1,blue-collar,married,basic,unknown,no,telephone,jun,thu,nonexistent
0,51,2,999,-41.8,5228.1,admin,married,professional course,unknown,no,telephone,jun,thu,nonexistent
0,37,3,999,-41.8,5228.1,technician,single,professional course,no,no,telephone,jun,thu,nonexistent
0,48,1,999,-41.8,5228.1,services,divorced,basic,unknown,yes,telephone,jun,thu,nonexistent
0,44,1,999,-41.8,5228.1,admin,married,university degree,no,no,telephone,jun,thu,nonexistent
0,34,1,999,-41.8,5228.1,admin,married,high school,no,no,telephone,jun,thu,nonexistent
0,45,1,999,-41.8,5228.1,admin,married,basic,no,no,telephone,jun,thu,nonexistent
0,33,1,999,-41.8,5228.1,technician,married,professional course,no,yes,telephone,jun,thu,nonexistent
0,41,4,999,-41.8,5228.1,admin,married,university degree,no,yes,telephone,jun,thu,nonexistent
0,42,3,999,-41.8,5228.1,blue-collar,single,basic,no,no,telephone,jun,thu,nonexistent
0,30,1,999,-41.8,5228.1,admin,married,high school,no,no,telephone,jun,thu,nonexistent
1,41,1,999,-41.8,5228.1,blue-collar,married,basic,unknown,yes,telephone,jun,thu,nonexistent
0,45,2,999,-41.8,5228.1,housemaid,married,professional course,unknown,yes,telephone,jun,thu,nonexistent
0,45,1,999,-41.8,5228.1,services,married,basic,no,yes,telephone,jun,thu,nonexistent
0,38,4,999,-41.8,5228.1,technician,single,professional course,no,no,telephone,jun,thu,nonexistent
0,40,6,999,-41.8,5228.1,services,married,unknown,unknown,no,telephone,jun,thu,nonexistent
0,43,2,999,-41.8,5228.1,admin,married,university degree,no,no,telephone,jun,thu,nonexistent
0,35,2,999,-41.8,5228.1,blue-collar,married,basic,unknown,yes,telephone,jun,thu,nonexistent
0,37,2,999,-41.8,5228.1,blue-collar,single,basic,unknown,yes,telephone,jun,thu,nonexistent
0,47,2,999,-41.8,5228.1,admin,married,university degree,unknown,no,telephone,jun,thu,nonexistent
0,39,1,999,-41.8,5228.1,management,married,basic,unknown,yes,telephone,jun,thu,nonexistent
0,34,2,999,-41.8,5228.1,blue-collar,married,basic,no,yes,telephone,jun,thu,nonexistent
0,46,1,999,-41.8,5228.1,blue-collar,married,basic,unknown,no,telephone,jun,thu,nonexistent
0,44,1,999,-41.8,5228.1,blue-collar,married,basic,no,no,telephone,jun,thu,nonexistent
0,40,1,999,-41.8,5228.1,entrepreneur,married,university degree,unknown,no,telephone,jun,thu,nonexistent
0,54,1,999,-41.8,5228.1,admin,married,high school,no,no,telephone,jun,thu,nonexistent
0,46,1,999,-41.8,5228.1,entrepreneur,married,basic,no,no,telephone,jun,thu,nonexistent
0,36,12,999,-41.8,5228.1,management,divorced,university degree,no,no,telephone,jun,thu,nonexistent
0,41,3,999,-41.8,5228.1,blue-collar,married,basic,unknown,yes,telephone,jun,thu,nonexistent
0,42,1,999,-41.8,5228.1,services,married,unknown,no,yes,telephone,jun,thu,nonexistent
0,34,1,999,-41.8,5228.1,technician,single,university degree,no,no,telephone,jun,thu,nonexistent
0,45,1,999,-41.8,5228.1,unknown,married,unknown,no,no,telephone,jun,thu,nonexistent
0,33,1,999,-41.8,5228.1,services,married,university degree,no,no,telephone,jun,thu,nonexistent
0,45,1,999,-41.8,5228.1,blue-collar,married,basic,unknown,no,telephone,jun,thu,nonexistent
0,40,1,999,-41.8,5228.1,blue-collar,married,basic,unknown,no,telephone,jun,thu,nonexistent
0,38,1,999,-41.8,5228.1,blue-collar,married,basic,unknown,no,telephone,jun,thu,nonexistent
0,49,1,999,-41.8,5228.1,technician,married,professional course,no,no,telephone,jun,thu,nonexistent
0,49,3,999,-41.8,5228.1,services,married,high school,no,no,telephone,jun,thu,nonexistent
0,39,1,999,-41.8,5228.1,blue-collar,married,basic,unknown,no,telephone,jun,thu,nonexistent
0,41,1,999,-41.8,5228.1,blue-collar,married,basic,unknown,yes,telephone,jun,thu,nonexistent
0,41,1,999,-41.8,5228.1,admin,divorced,high school,no,no,telephone,jun,thu,nonexistent
0,42,1,999,-41.8,5228.1,entrepreneur,married,basic,unknown,no,telephone,jun,thu,nonexistent
0,49,1,999,-41.8,5228.1,unknown,married,unknown,no,no,telephone,jun,thu,nonexistent
0,42,1,999,-41.8,5228.1,unemployed,married,high school,unknown,yes,telephone,jun,thu,nonexistent
0,34,3,999,-41.8,5228.1,admin,single,high school,no,yes,telephone,jun,thu,nonexistent
0,49,1,999,-41.8,5228.1,admin,divorced,high school,no,no,telephone,jun,thu,nonexistent
0,43,1,999,-41.8,5228.1,technician,married,basic,unknown,yes,telephone,jun,thu,nonexistent
0,42,1,999,-41.8,5228.1,services,married,high school,unknown,no,telephone,jun,thu,nonexistent
0,52,4,999,-41.8,5228.1,blue-collar,married,unknown,unknown,yes,telephone,jun,thu,nonexistent
0,50,2,999,-41.8,5228.1,blue-collar,married,basic,unknown,yes,telephone,jun,thu,nonexistent
0,57,1,999,-41.8,5228.1,admin,married,university degree,no,no,telephone,jun,thu,nonexistent
0,47,1,999,-41.8,5228.1,blue-collar,married,basic,no,yes,telephone,jun,thu,nonexistent
0,44,1,999,-41.8,5228.1,blue-collar,married,unknown,no,no,telephone,jun,thu,nonexistent
0,40,1,999,-41.8,5228.1,management,married,university degree,no,no,telephone,jun,thu,nonexistent
0,30,3,999,-41.8,5228.1,admin,married,high school,no,no,telephone,jun,thu,nonexistent
0,33,2,999,-41.8,5228.1,management,married,university degree,no,no,telephone,jun,thu,nonexistent
0,37,1,999,-41.8,5228.1,unemployed,married,professional course,unknown,yes,telephone,jun,thu,nonexistent
0,36,1,999,-41.8,5228.1,admin,married,high school,no,no,telephone,jun,thu,nonexistent
0,38,2,999,-41.8,5228.1,technician,divorced,professional course,no,no,telephone,jun,thu,nonexistent
0,55,3,999,-41.8,5228.1,retired,divorced,professional course,no,no,telephone,jun,thu,nonexistent
0,43,1,999,-41.8,5228.1,unemployed,married,professional course,no,yes,telephone,jun,thu,nonexistent
0,37,1,999,-41.8,5228.1,technician,single,high school,no,no,telephone,jun,thu,nonexistent
0,31,2,999,-41.8,5228.1,blue-collar,married,basic,no,no,telephone,jun,thu,nonexistent
0,29,4,999,-41.8,5228.1,student,married,high school,unknown,no,telephone,jun,thu,nonexistent
0,24,2,999,-41.8,5228.1,technician,married,professional course,no,no,telephone,jun,thu,nonexistent
0,57,1,999,-41.8,5228.1,services,married,high school,unknown,yes,telephone,jun,thu,nonexistent
0,30,5,999,-41.8,5228.1,blue-collar,single,unknown,no,no,telephone,jun,thu,nonexistent
0,58,3,999,-41.8,5228.1,technician,married,high school,no,no,telephone,jun,thu,nonexistent
0,26,3,999,-41.8,5228.1,admin,single,high school,no,no,telephone,jun,thu,nonexistent
1,29,3,999,-41.8,5228.1,blue-collar,single,high school,no,yes,telephone,jun,thu,nonexistent
0,23,10,999,-41.8,5228.1,services,single,high school,no,no,telephone,jun,thu,nonexistent
0,47,4,999,-41.8,5228.1,management,married,basic,unknown,no,telephone,jun,thu,nonexistent
1,38,2,999,-41.8,5228.1,blue-collar,married,basic,unknown,no,telephone,jun,thu,nonexistent
0,45,3,999,-41.8,5228.1,technician,divorced,university degree,no,yes,telephone,jun,thu,nonexistent
0,52,2,999,-41.8,5228.1,retired,divorced,basic,unknown,yes,telephone,jun,thu,nonexistent
0,29,2,999,-41.8,5228.1,admin,single,high school,no,yes,telephone,jun,thu,nonexistent
0,43,2,999,-41.8,5228.1,technician,married,basic,unknown,yes,telephone,jun,thu,nonexistent
0,36,2,999,-41.8,5228.1,blue-collar,married,basic,no,yes,telephone,jun,thu,nonexistent
0,38,1,999,-41.8,5228.1,admin,married,high school,no,no,telephone,jun,thu,nonexistent
0,27,2,999,-41.8,5228.1,blue-collar,married,basic,unknown,yes,telephone,jun,thu,nonexistent
0,38,1,999,-41.8,5228.1,admin,married,high school,no,yes,telephone,jun,thu,nonexistent
0,52,1,999,-41.8,5228.1,services,divorced,high school,no,yes,telephone,jun,thu,nonexistent
0,52,1,999,-41.8,5228.1,services,divorced,high school,no,no,telephone,jun,thu,nonexistent
1,38,1,999,-41.8,5228.1,admin,married,high school,no,yes,telephone,jun,thu,nonexistent
0,54,2,999,-41.8,5228.1,blue-collar,married,basic,unknown,no,telephone,jun,thu,nonexistent
0,39,1,999,-41.8,5228.1,blue-collar,married,basic,unknown,yes,telephone,jun,thu,nonexistent
0,28,4,999,-41.8,5228.1,blue-collar,married,high school,no,no,telephone,jun,thu,nonexistent
0,53,7,999,-41.8,5228.1,technician,married,university degree,no,no,telephone,jun,thu,nonexistent
0,40,2,999,-41.8,5228.1,admin,married,university degree,no,no,telephone,jun,thu,nonexistent
0,49,1,999,-41.8,5228.1,management,married,university degree,no,no,telephone,jun,thu,nonexistent
0,40,1,999,-41.8,5228.1,services,married,high school,no,yes,telephone,jun,thu,nonexistent
0,23,1,999,-41.8,5228.1,technician,single,professional course,no,no,telephone,jun,thu,nonexistent
0,36,1,999,-41.8,5228.1,management,single,high school,no,no,telephone,jun,thu,nonexistent
0,38,1,999,-41.8,5228.1,unemployed,married,basic,unknown,no,telephone,jun,thu,nonexistent
1,31,4,999,-41.8,5228.1,admin,married,high school,no,no,telephone,jun,thu,nonexistent
0,36,1,999,-41.8,5228.1,blue-collar,single,basic,no,no,telephone,jun,thu,nonexistent
0,34,1,999,-41.8,5228.1,admin,married,basic,no,no,telephone,jun,thu,nonexistent
0,35,1,999,-41.8,5228.1,admin,divorced,university degree,no,yes,telephone,jun,thu,nonexistent
0,37,1,999,-41.8,5228.1,blue-collar,divorced,basic,no,no,telephone,jun,thu,nonexistent
0,57,2,999,-41.8,5228.1,retired,married,basic,unknown,no,telephone,jun,thu,nonexistent
0,35,14,999,-41.8,5228.1,blue-collar,married,high school,no,no,telephone,jun,thu,nonexistent
0,58,1,999,-41.8,5228.1,technician,married,high school,unknown,no,telephone,jun,thu,nonexistent
0,36,1,999,-41.8,5228.1,blue-collar,married,basic,no,no,telephone,jun,thu,nonexistent
0,49,2,999,-41.8,5228.1,management,married,university degree,no,no,telephone,jun,thu,nonexistent
0,38,1,999,-41.8,5228.1,admin,married,university degree,no,no,telephone,jun,thu,nonexistent
0,39,1,999,-41.8,5228.1,admin,single,high school,no,no,telephone,jun,thu,nonexistent
0,34,3,999,-41.8,5228.1,blue-collar,married,professional course,unknown,yes,telephone,jun,thu,nonexistent
0,36,1,999,-41.8,5228.1,blue-collar,married,basic,no,yes,telephone,jun,thu,nonexistent
0,33,1,999,-41.8,5228.1,blue-collar,single,basic,no,no,telephone,jun,thu,nonexistent
0,59,1,999,-41.8,5228.1,retired,married,unknown,unknown,yes,telephone,jun,thu,nonexistent
0,57,1,999,-41.8,5228.1,retired,single,basic,no,yes,telephone,jun,thu,nonexistent
0,55,2,999,-41.8,5228.1,management,married,professional course,unknown,yes,telephone,jun,thu,nonexistent
0,25,1,999,-41.8,5228.1,blue-collar,single,basic,no,yes,telephone,jun,thu,nonexistent
1,55,1,999,-41.8,5228.1,blue-collar,married,basic,unknown,yes,telephone,jun,thu,nonexistent
0,23,1,999,-41.8,5228.1,blue-collar,single,basic,no,no,telephone,jun,thu,nonexistent
0,56,2,999,-41.8,5228.1,self-employed,single,basic,unknown,no,telephone,jun,thu,nonexistent
0,31,1,999,-41.8,5228.1,technician,single,university degree,no,no,telephone,jun,thu,nonexistent
0,51,9,999,-41.8,5228.1,blue-collar,married,basic,no,no,telephone,jun,thu,nonexistent
0,43,1,999,-41.8,5228.1,blue-collar,divorced,basic,unknown,no,telephone,jun,thu,nonexistent
0,45,1,999,-41.8,5228.1,technician,married,university degree,no,no,telephone,jun,thu,nonexistent
0,57,2,999,-41.8,5228.1,blue-collar,married,basic,unknown,no,telephone,jun,thu,nonexistent
0,34,1,999,-41.8,5228.1,services,married,basic,no,no,telephone,jun,thu,nonexistent
0,31,1,999,-41.8,5228.1,entrepreneur,married,high school,no,yes,telephone,jun,thu,nonexistent
0,37,1,999,-41.8,5228.1,management,married,university degree,no,no,telephone,jun,thu,nonexistent
0,29,1,999,-41.8,5228.1,admin,married,basic,no,yes,telephone,jun,thu,nonexistent
0,60,3,999,-41.8,5228.1,entrepreneur,married,basic,no,no,telephone,jun,thu,nonexistent
0,40,1,999,-41.8,5228.1,blue-collar,single,basic,unknown,yes,telephone,jun,thu,nonexistent
0,55,1,999,-41.8,5228.1,technician,married,professional course,unknown,no,telephone,jun,thu,nonexistent
0,43,2,999,-41.8,5228.1,admin,married,university degree,no,no,telephone,jun,thu,nonexistent
0,45,16,999,-41.8,5228.1,blue-collar,married,basic,unknown,no,telephone,jun,thu,nonexistent
0,40,1,999,-41.8,5228.1,retired,married,professional course,no,yes,telephone,jun,thu,nonexistent
0,37,2,999,-41.8,5228.1,blue-collar,married,basic,no,yes,telephone,jun,thu,nonexistent
0,47,1,999,-41.8,5228.1,admin,married,university degree,no,no,telephone,jun,thu,nonexistent
0,37,7,999,-41.8,5228.1,blue-collar,married,professional course,no,no,telephone,jun,thu,nonexistent
0,28,1,999,-41.8,5228.1,blue-collar,married,basic,no,yes,telephone,jun,thu,nonexistent
0,52,2,999,-41.8,5228.1,technician,married,unknown,unknown,no,telephone,jun,thu,nonexistent
0,28,1,999,-41.8,5228.1,blue-collar,married,basic,no,no,telephone,jun,thu,nonexistent
0,25,1,999,-41.8,5228.1,blue-collar,single,professional course,no,no,telephone,jun,thu,nonexistent
0,38,1,999,-41.8,5228.1,services,married,high school,no,no,telephone,jun,thu,nonexistent
0,55,4,999,-41.8,5228.1,housemaid,married,basic,unknown,yes,telephone,jun,thu,nonexistent
0,53,2,999,-41.8,5228.1,self-employed,divorced,basic,no,yes,telephone,jun,thu,nonexistent
0,35,2,999,-41.8,5228.1,management,married,high school,no,yes,telephone,jun,thu,nonexistent
0,45,1,999,-41.8,5228.1,management,single,basic,no,yes,telephone,jun,thu,nonexistent
0,28,1,999,-41.8,5228.1,blue-collar,single,high school,no,no,telephone,jun,thu,nonexistent
0,36,1,999,-41.8,5228.1,technician,single,professional course,no,no,telephone,jun,thu,nonexistent
0,26,5,999,-41.8,5228.1,unknown,single,high school,unknown,no,telephone,jun,thu,nonexistent
0,45,2,999,-41.8,5228.1,management,single,basic,no,yes,telephone,jun,thu,nonexistent
0,38,1,999,-41.8,5228.1,admin,married,university degree,no,no,telephone,jun,thu,nonexistent
0,46,1,999,-41.8,5228.1,services,married,high school,no,no,telephone,jun,thu,nonexistent
0,49,2,999,-41.8,5228.1,management,divorced,university degree,no,no,telephone,jun,thu,nonexistent
0,53,2,999,-41.8,5228.1,technician,married,professional course,no,no,telephone,jun,thu,nonexistent
0,49,4,999,-41.8,5228.1,admin,married,high school,unknown,yes,telephone,jun,thu,nonexistent
0,42,1,999,-41.8,5228.1,technician,married,basic,no,no,telephone,jun,thu,nonexistent
0,48,1,999,-41.8,5228.1,blue-collar,married,high school,unknown,yes,telephone,jun,thu,nonexistent
0,26,3,999,-41.8,5228.1,blue-collar,single,basic,no,yes,telephone,jun,thu,nonexistent
0,35,1,999,-41.8,5228.1,blue-collar,single,basic,no,yes,telephone,jun,thu,nonexistent
1,42,2,999,-41.8,5228.1,housemaid,married,basic,no,no,telephone,jun,thu,nonexistent
0,50,2,999,-41.8,5228.1,housemaid,married,unknown,no,yes,telephone,jun,thu,nonexistent
0,60,2,999,-41.8,5228.1,management,married,university degree,no,yes,telephone,jun,thu,nonexistent
0,56,2,999,-41.8,5228.1,retired,married,basic,no,no,telephone,jun,thu,nonexistent
0,31,1,999,-41.8,5228.1,blue-collar,married,basic,no,no,telephone,jun,thu,nonexistent
0,46,2,999,-41.8,5228.1,entrepreneur,married,university degree,unknown,yes,telephone,jun,thu,nonexistent
0,40,2,999,-41.8,5228.1,blue-collar,married,basic,unknown,no,telephone,jun,thu,nonexistent
0,42,2,999,-41.8,5228.1,management,married,university degree,no,no,telephone,jun,thu,nonexistent
0,33,3,999,-41.8,5228.1,blue-collar,divorced,basic,no,no,telephone,jun,thu,nonexistent
0,60,3,999,-41.8,5228.1,blue-collar,married,basic,unknown,yes,telephone,jun,thu,nonexistent
0,40,7,999,-41.8,5228.1,blue-collar,married,basic,no,no,telephone,jun,thu,nonexistent
0,52,2,999,-41.8,5228.1,blue-collar,married,basic,no,yes,telephone,jun,thu,nonexistent
0,42,2,999,-41.8,5228.1,services,divorced,high school,unknown,no,telephone,jun,thu,nonexistent
0,48,2,999,-41.8,5228.1,services,married,high school,unknown,no,telephone,jun,thu,nonexistent
0,34,1,999,-41.8,5228.1,blue-collar,married,basic,no,yes,telephone,jun,thu,nonexistent
0,34,2,999,-41.8,5228.1,housemaid,single,university degree,no,no,telephone,jun,thu,nonexistent
0,48,2,999,-41.8,5228.1,self-employed,married,basic,unknown,yes,telephone,jun,thu,nonexistent
0,26,4,999,-41.8,5228.1,blue-collar,single,basic,unknown,no,telephone,jun,thu,nonexistent
0,38,2,999,-41.8,5228.1,admin,married,high school,no,yes,telephone,jun,thu,nonexistent
0,39,8,999,-41.8,5228.1,unemployed,married,university degree,unknown,no,telephone,jun,thu,nonexistent
0,43,1,999,-41.8,5228.1,technician,single,professional course,no,no,telephone,jun,thu,nonexistent
0,29,10,999,-41.8,5228.1,admin,single,high school,no,yes,telephone,jun,thu,nonexistent
0,37,2,999,-41.8,5228.1,blue-collar,married,basic,no,yes,telephone,jun,thu,nonexistent
0,28,1,999,-41.8,5228.1,blue-collar,married,basic,unknown,no,telephone,jun,thu,nonexistent
0,52,2,999,-41.8,5228.1,self-employed,married,basic,unknown,no,telephone,jun,thu,nonexistent
0,25,18,999,-41.8,5228.1,admin,married,high school,unknown,no,telephone,jun,thu,nonexistent
0,28,1,999,-41.8,5228.1,technician,married,basic,no,yes,telephone,jun,thu,nonexistent
0,36,8,999,-41.8,5228.1,admin,married,high school,unknown,no,telephone,jun,thu,nonexistent
1,47,3,999,-41.8,5228.1,services,single,basic,no,no,telephone,jun,thu,nonexistent
1,37,2,999,-41.8,5228.1,technician,married,professional course,no,yes,telephone,jun,thu,nonexistent
0,57,2,999,-41.8,5228.1,blue-collar,married,basic,unknown,yes,telephone,jun,thu,nonexistent
1,55,1,999,-41.8,5228.1,retired,married,university degree,unknown,yes,telephone,jun,thu,nonexistent
0,39,2,999,-41.8,5228.1,technician,married,professional course,no,yes,telephone,jun,thu,nonexistent
0,38,2,999,-41.8,5228.1,technician,married,basic,no,no,telephone,jun,thu,nonexistent
0,56,2,999,-41.8,5228.1,admin,divorced,unknown,unknown,no,telephone,jun,thu,nonexistent
0,52,2,999,-41.8,5228.1,services,divorced,high school,no,no,telephone,jun,thu,nonexistent
0,52,5,999,-41.8,5228.1,unemployed,married,high school,no,no,telephone,jun,thu,nonexistent
0,39,4,999,-41.8,5228.1,blue-collar,married,basic,no,no,telephone,jun,thu,nonexistent
0,32,7,999,-41.8,5228.1,unknown,unknown,university degree,no,no,telephone,jun,thu,nonexistent
0,25,4,999,-41.8,5228.1,blue-collar,single,basic,no,yes,telephone,jun,thu,nonexistent
0,31,28,999,-41.8,5228.1,technician,married,high school,no,no,telephone,jun,thu,nonexistent
0,33,5,999,-41.8,5228.1,technician,divorced,professional course,no,no,telephone,jun,thu,nonexistent
0,36,2,999,-41.8,5228.1,admin,single,university degree,no,yes,telephone,jun,thu,nonexistent
0,26,3,999,-41.8,5228.1,technician,single,university degree,no,no,telephone,jun,thu,nonexistent
0,46,9,999,-41.8,5228.1,admin,divorced,university degree,no,yes,telephone,jun,thu,nonexistent
0,30,2,999,-41.8,5228.1,technician,married,university degree,unknown,yes,telephone,jun,thu,nonexistent
0,36,2,999,-41.8,5228.1,blue-collar,divorced,basic,unknown,no,telephone,jun,thu,nonexistent
0,33,5,999,-41.8,5228.1,services,single,high school,no,yes,telephone,jun,thu,nonexistent
0,57,2,999,-41.8,5228.1,services,divorced,high school,unknown,no,telephone,jun,fri,nonexistent
0,40,2,999,-41.8,5228.1,technician,married,professional course,no,no,telephone,jun,fri,nonexistent
0,41,2,999,-41.8,5228.1,blue-collar,married,basic,no,yes,telephone,jun,fri,nonexistent
0,41,2,999,-41.8,5228.1,housemaid,married,high school,no,yes,telephone,jun,fri,nonexistent
0,30,11,999,-41.8,5228.1,blue-collar,married,basic,no,no,telephone,jun,fri,nonexistent
0,39,15,999,-41.8,5228.1,admin,divorced,university degree,unknown,no,telephone,jun,fri,nonexistent
0,52,2,999,-41.8,5228.1,blue-collar,married,basic,no,yes,telephone,jun,fri,nonexistent
0,35,12,999,-41.8,5228.1,blue-collar,married,basic,unknown,no,telephone,jun,fri,nonexistent
0,40,2,999,-41.8,5228.1,technician,married,professional course,no,no,telephone,jun,fri,nonexistent
0,44,2,999,-41.8,5228.1,technician,married,professional course,no,yes,telephone,jun,fri,nonexistent
0,35,3,999,-41.8,5228.1,management,married,basic,no,yes,telephone,jun,fri,nonexistent
0,36,3,999,-41.8,5228.1,admin,divorced,university degree,no,yes,telephone,jun,fri,nonexistent
0,56,2,999,-41.8,5228.1,admin,married,high school,no,no,telephone,jun,fri,nonexistent
0,59,4,999,-41.8,5228.1,retired,divorced,basic,unknown,yes,telephone,jun,fri,nonexistent
0,36,2,999,-41.8,5228.1,services,married,high school,no,yes,telephone,jun,fri,nonexistent
0,47,6,999,-41.8,5228.1,services,divorced,basic,no,yes,telephone,jun,fri,nonexistent
0,50,2,999,-41.8,5228.1,technician,married,basic,no,yes,telephone,jun,fri,nonexistent
0,29,11,999,-41.8,5228.1,self-employed,married,basic,unknown,no,telephone,jun,fri,nonexistent
0,45,4,999,-41.8,5228.1,housemaid,divorced,basic,no,yes,telephone,jun,fri,nonexistent
0,39,8,999,-41.8,5228.1,entrepreneur,married,professional course,no,yes,telephone,jun,fri,nonexistent
0,48,2,999,-41.8,5228.1,retired,married,basic,unknown,no,telephone,jun,fri,nonexistent
0,47,3,999,-41.8,5228.1,services,married,high school,unknown,yes,telephone,jun,fri,nonexistent
0,38,2,999,-41.8,5228.1,admin,single,university degree,no,yes,telephone,jun,fri,nonexistent
0,38,5,999,-41.8,5228.1,blue-collar,married,unknown,no,yes,telephone,jun,fri,nonexistent
0,51,12,999,-41.8,5228.1,admin,married,high school,no,no,telephone,jun,fri,nonexistent
0,31,5,999,-41.8,5228.1,services,single,high school,no,no,telephone,jun,fri,nonexistent
0,43,2,999,-41.8,5228.1,services,married,high school,unknown,yes,telephone,jun,fri,nonexistent
0,37,2,999,-41.8,5228.1,unemployed,single,professional course,no,no,telephone,jun,fri,nonexistent
0,33,7,999,-41.8,5228.1,management,married,university degree,no,no,telephone,jun,fri,nonexistent
0,51,28,999,-41.8,5228.1,services,married,high school,unknown,yes,telephone,jun,fri,nonexistent
0,37,2,999,-41.8,5228.1,services,married,high school,no,yes,telephone,jun,fri,nonexistent
0,26,3,999,-41.8,5228.1,blue-collar,single,basic,no,no,telephone,jun,fri,nonexistent
0,31,3,999,-41.8,5228.1,blue-collar,married,basic,unknown,yes,telephone,jun,fri,nonexistent
0,38,2,999,-41.8,5228.1,blue-collar,married,basic,no,yes,telephone,jun,fri,nonexistent
0,54,3,999,-41.8,5228.1,housemaid,divorced,basic,unknown,yes,telephone,jun,fri,nonexistent
0,27,3,999,-41.8,5228.1,services,married,high school,unknown,no,telephone,jun,fri,nonexistent
0,36,2,999,-41.8,5228.1,technician,married,professional course,no,no,telephone,jun,fri,nonexistent
0,34,3,999,-41.8,5228.1,services,married,high school,no,no,telephone,jun,fri,nonexistent
0,40,3,999,-41.8,5228.1,entrepreneur,married,basic,no,yes,telephone,jun,fri,nonexistent
0,39,2,999,-41.8,5228.1,services,divorced,basic,no,no,telephone,jun,fri,nonexistent
0,36,5,999,-41.8,5228.1,blue-collar,married,high school,unknown,no,telephone,jun,fri,nonexistent
0,43,23,999,-41.8,5228.1,blue-collar,married,basic,unknown,no,telephone,jun,fri,nonexistent
0,33,3,999,-41.8,5228.1,services,married,high school,unknown,yes,telephone,jun,fri,nonexistent
0,43,3,999,-41.8,5228.1,unemployed,married,basic,unknown,no,telephone,jun,fri,nonexistent
0,31,3,999,-41.8,5228.1,admin,single,university degree,no,no,telephone,jun,fri,nonexistent
0,47,2,999,-41.8,5228.1,management,divorced,university degree,no,yes,telephone,jun,fri,nonexistent
0,44,4,999,-41.8,5228.1,entrepreneur,married,basic,no,no,telephone,jun,fri,nonexistent
0,43,3,999,-41.8,5228.1,admin,married,unknown,no,yes,telephone,jun,fri,nonexistent
0,30,3,999,-41.8,5228.1,blue-collar,single,basic,no,yes,telephone,jun,fri,nonexistent
0,40,1,999,-41.8,5228.1,blue-collar,married,high school,no,yes,telephone,jun,fri,nonexistent
0,40,1,999,-41.8,5228.1,entrepreneur,divorced,university degree,no,yes,telephone,jun,fri,nonexistent
0,41,1,999,-41.8,5228.1,management,married,university degree,no,yes,telephone,jun,fri,nonexistent
1,45,2,999,-41.8,5228.1,admin,married,basic,unknown,no,telephone,jun,fri,nonexistent
0,36,1,999,-41.8,5228.1,management,married,university degree,no,yes,telephone,jun,fri,nonexistent
0,34,1,999,-41.8,5228.1,blue-collar,married,basic,no,yes,telephone,jun,fri,nonexistent
